cluster_i,cluster_j,distance,count
355,354,0.371906,5
404,225,0.372439,4
342,22,0.372753,4
400,296,0.375841,4
13,37,0.382884,2
312,46,0.386846,3
356,174,0.387460,3
370,17,0.389373,4
331,392,0.392046,6
101,405,0.392060,4
157,173,0.393194,2
2,5,0.395601,2
307,242,0.397020,3
440,329,0.399445,6
64,72,0.401622,2
443,182,0.405770,3
387,137,0.405771,3
52,398,0.405840,5
109,385,0.406967,4
338,218,0.408695,5
340,96,0.409420,3
219,248,0.411096,2
412,429,0.412310,5
441,188,0.416506,7
272,289,0.417852,2
110,378,0.418151,3
30,35,0.422966,2
153,183,0.430812,2
322,348,0.430814,7
255,286,0.431045,2
203,207,0.431856,2
416,93,0.433417,3
461,350,0.437899,9
397,352,0.442832,4
442,451,0.443762,8
406,418,0.445677,9
374,21,0.450000,3
413,290,0.451053,3
444,394,0.457630,4
68,399,0.462709,3
205,452,0.467547,6
66,92,0.468402,2
363,124,0.470744,3
422,236,0.471275,3
426,379,0.471832,6
254,264,0.473814,2
20,27,0.474342,2
252,300,0.475025,3
421,366,0.475773,5
323,424,0.475947,6
4,42,0.482596,2
408,319,0.483037,4
458,112,0.491641,4
419,121,0.496639,3
436,273,0.503146,5
474,390,0.505267,5
383,259,0.512957,3
428,75,0.514806,5
396,15,0.516441,4
375,232,0.533668,3
51,65,0.534509,2
433,459,0.535475,7
382,449,0.552874,5
411,237,0.554025,4
152,430,0.560803,3
395,414,0.563570,6
360,456,0.564238,9
434,445,0.581016,7
104,475,0.581970,4
14,40,0.585491,2
466,477,0.596359,10
481,492,0.600254,8
448,199,0.600927,4
343,437,0.607557,4
506,446,0.583083,10
450,314,0.607616,7
508,427,0.604399,10
487,261,0.609065,6
415,409,0.618001,6
463,367,0.618324,4
438,39,0.630035,4
471,435,0.633927,8
486,423,0.653974,8
432,515,0.623072,11
258,455,0.676758,6
460,386,0.677784,7
505,439,0.686110,7
468,388,0.687962,11
447,393,0.690943,5
511,179,0.697856,7
368,457,0.705567,4
462,470,0.711902,5
498,401,0.729871,8
518,169,0.737398,8
501,126,0.737708,5
469,3,0.740608,4
480,297,0.742825,4
491,502,0.753077,6
496,337,0.761352,6
304,249,0.761479,3
479,417,0.763217,6
512,476,0.764298,7
302,464,0.765319,5
525,532,0.777754,11
425,499,0.798901,13
514,483,0.810072,10
497,522,0.827561,10
521,472,0.832315,8
510,277,0.842286,7
489,377,0.871981,7
529,431,0.878343,7
365,473,0.879823,8
495,115,0.894224,6
407,533,0.896366,8
528,507,0.908738,14
537,420,0.915904,15
500,531,0.918075,13
467,410,0.929129,10
504,454,0.937281,10
209,549,0.939911,14
527,119,0.948997,6
542,523,0.951385,11
453,503,0.972922,13
509,91,0.991371,11
553,516,1.003981,17
524,281,1.027316,6
546,494,1.041375,15
556,490,1.061414,16
465,545,1.089160,15
555,540,1.097299,21
493,560,1.105028,18
155,165,1.113956,2
520,558,1.140632,17
526,548,1.171235,23
488,69,1.201722,6
7,559,1.232581,16
539,403,1.242142,12
536,544,1.270902,19
566,519,1.275050,30
547,530,1.325559,20
543,478,1.328061,9
565,541,1.388789,24
554,517,1.467080,17
534,551,1.479944,17
561,550,1.482384,25
484,485,1.496080,8
569,571,1.562057,42
535,563,1.564336,23
572,568,1.664731,36
577,557,1.684960,42
570,576,1.799954,36
583,552,1.724951,50
574,573,1.826870,33
585,575,1.838170,50
581,538,1.863120,46
562,567,1.903778,27
580,588,1.890567,50
587,513,1.965975,50
582,578,1.984139,50
482,564,2.042125,8
592,579,1.905776,50
589,591,5.741130,100
590,593,5.817219,100
594,584,13.026148,150
595,596,13.434319,250
597,586,12.880474,300
