cluster_i,cluster_j,distance,count
122,348,0.302655,3
329,338,0.302655,5
103,128,0.302655,2
429,404,0.302656,11
163,177,0.304794,2
415,434,0.305287,8
125,134,0.305941,2
407,433,0.308869,7
396,406,0.310644,7
315,345,0.310644,7
442,146,0.311127,8
110,388,0.311448,3
435,320,0.312410,4
353,360,0.312411,5
365,397,0.313848,8
331,218,0.320000,5
447,391,0.320157,13
101,440,0.320624,8
285,288,0.322800,2
392,449,0.325576,17
398,75,0.325576,4
61,67,0.328938,2
424,413,0.330151,5
443,107,0.331361,9
191,193,0.331361,2
452,188,0.332415,18
456,121,0.336155,10
453,54,0.336155,5
206,244,0.337343,2
379,170,0.338378,5
441,57,0.338378,8
458,462,0.340000,23
226,235,0.340588,2
68,455,0.341321,6
409,225,0.341759,4
323,419,0.343658,6
430,421,0.345398,10
414,21,0.346554,8
459,357,0.357351,12
293,294,0.357771,2
428,425,0.358471,8
438,124,0.361248,9
464,166,0.362216,24
431,472,0.362353,5
311,46,0.363592,3
157,427,0.364004,4
475,182,0.366198,25
461,386,0.372021,4
471,474,0.373631,21
417,289,0.380789,4
343,469,0.380789,12
30,366,0.382099,5
13,37,0.382884,2
446,484,0.383275,10
470,17,0.384709,9
401,15,0.388973,4
371,205,0.392045,3
489,448,0.392046,8
478,173,0.393194,5
2,5,0.395601,2
307,242,0.396988,3
416,273,0.398246,5
483,96,0.400500,13
64,72,0.401622,2
347,485,0.403113,4
479,437,0.404969,27
481,450,0.407922,29
486,27,0.410122,11
498,491,0.411095,32
219,248,0.411096,2
487,497,0.411096,13
463,314,0.411461,10
477,39,0.414849,4
495,496,0.417732,15
482,272,0.417852,5
501,199,0.418810,33
500,35,0.422966,12
444,112,0.424264,4
408,493,0.424501,6
507,377,0.425441,7
66,374,0.427200,4
153,183,0.430812,2
255,286,0.431045,2
203,207,0.431856,2
513,92,0.432782,5
480,232,0.432898,5
467,511,0.436005,10
451,290,0.437377,3
465,236,0.441022,3
516,521,0.442042,5
492,420,0.447212,8
518,354,0.447771,8
499,369,0.449444,31
494,261,0.451775,6
525,104,0.452217,32
522,519,0.452218,15
504,460,0.454863,15
454,93,0.456070,3
258,476,0.463897,6
490,304,0.468722,10
527,422,0.470106,37
252,300,0.470424,3
526,277,0.471699,7
254,264,0.473814,2
509,20,0.474342,13
528,376,0.478853,17
537,40,0.481041,14
4,42,0.482596,2
395,259,0.483735,3
506,466,0.488467,21
473,502,0.490102,10
514,508,0.490918,35
542,530,0.503587,24
515,520,0.511957,5
543,249,0.514295,11
538,339,0.517397,19
548,237,0.519711,20
488,539,0.523259,18
544,169,0.523450,36
550,14,0.524023,19
552,540,0.524976,21
551,457,0.529529,38
503,553,0.533386,34
51,65,0.534509,2
533,119,0.538516,38
547,532,0.545893,21
556,529,0.551543,17
557,439,0.555788,40
152,554,0.560445,39
559,545,0.560803,41
558,524,0.563028,29
436,535,0.581806,18
387,512,0.586004,11
555,7,0.587963,35
564,541,0.588728,21
302,562,0.591354,43
566,3,0.598080,36
569,523,0.618465,44
567,565,0.626258,32
536,546,0.638906,7
568,91,0.646607,44
560,126,0.648845,41
534,297,0.648846,4
572,281,0.653912,8
468,561,0.661891,45
575,576,0.664079,12
571,578,0.667308,44
577,179,0.671193,46
579,531,0.671193,50
563,549,0.679117,49
574,115,0.702353,42
582,209,0.742495,50
570,432,0.776981,46
580,426,0.800563,48
573,517,0.810062,49
587,69,0.819390,50
585,505,0.880058,50
583,510,0.908735,46
586,165,0.915479,49
590,445,1.074151,50
591,155,1.113956,50
588,592,2.036468,100
589,593,2.301519,100
595,594,6.236000,200
596,581,7.919122,250
597,584,8.052950,300
