cluster_i,cluster_j,distance,count
478,226,0.191400,3
539,316,0.191800,5
49,457,0.193031,3
519,70,0.193347,3
6,78,0.198658,2
522,453,0.200210,6
469,526,0.200945,4
533,466,0.201734,7
461,243,0.201894,3
149,221,0.202277,2
145,158,0.203217,2
503,343,0.203269,3
518,491,0.203974,7
532,246,0.207314,3
545,48,0.209444,3
153,263,0.211426,2
276,286,0.213122,2
124,233,0.214394,2
489,252,0.217200,3
496,554,0.221561,4
565,25,0.222512,5
121,279,0.224860,2
438,75,0.225212,3
187,268,0.225887,2
164,165,0.226000,2
516,272,0.227228,3
139,210,0.227976,2
417,527,0.232781,4
570,536,0.236272,4
524,568,0.236311,5
585,59,0.237544,4
550,557,0.237678,11
535,509,0.237992,8
506,596,0.243125,6
582,163,0.245267,4
207,284,0.246982,2
213,511,0.248148,3
179,185,0.249050,2
521,68,0.249189,3
586,23,0.249538,3
579,562,0.250701,8
534,73,0.251483,4
537,584,0.253226,6
22,30,0.254018,2
27,39,0.256704,2
548,508,0.256889,5
609,523,0.258587,7
543,576,0.262627,6
544,592,0.266994,4
56,510,0.267046,3
126,267,0.267739,2
225,259,0.268604,2
593,456,0.270013,5
100,101,0.270296,2
515,51,0.273362,3
569,344,0.274217,9
156,590,0.275422,4
444,211,0.276910,3
84,97,0.277635,2
547,168,0.286712,4
494,412,0.286752,4
505,445,0.287907,8
531,564,0.290365,4
577,79,0.290779,3
468,289,0.291553,3
595,208,0.294413,4
625,485,0.296546,4
154,486,0.296711,3
542,605,0.297566,5
555,483,0.300813,4
602,474,0.303112,7
220,277,0.310942,2
530,581,0.314758,5
587,190,0.316140,7
553,520,0.317022,6
563,236,0.317746,3
612,560,0.318998,7
7,640,0.320564,3
21,86,0.322622,2
558,197,0.325657,3
575,326,0.329458,6
552,250,0.330278,3
477,183,0.330767,3
607,150,0.336507,4
632,216,0.337282,3
429,473,0.341527,4
261,273,0.346883,2
610,67,0.351699,5
561,204,0.352339,5
538,234,0.354660,3
32,604,0.360772,4
645,117,0.362025,4
621,631,0.362473,6
636,3,0.362784,4
17,105,0.364984,2
615,12,0.365999,7
556,614,0.367482,11
598,507,0.367863,4
580,633,0.372452,4
292,622,0.375823,9
120,148,0.380970,2
627,642,0.381322,9
623,620,0.386937,7
484,529,0.387718,5
597,177,0.392800,3
141,184,0.394495,2
237,264,0.405941,2
415,644,0.407118,6
643,551,0.422622,11
655,606,0.423716,9
647,657,0.425882,7
549,583,0.426278,8
611,679,0.429575,9
525,667,0.434306,6
20,566,0.434441,4
599,285,0.434581,3
660,626,0.438710,4
684,452,0.440511,9
488,673,0.442624,6
648,541,0.446422,6
677,672,0.447177,11
589,546,0.447277,14
594,629,0.460946,13
665,160,0.462233,5
670,228,0.463980,6
574,646,0.468313,7
675,475,0.478424,7
652,601,0.487409,11
459,619,0.495841,4
616,588,0.497245,8
136,618,0.504199,4
608,572,0.504583,4
227,241,0.506803,2
656,634,0.510411,11
630,686,0.513870,7
137,641,0.520319,5
462,700,0.531467,8
682,671,0.532562,5
664,218,0.546088,4
624,676,0.550590,8
613,573,0.552388,16
689,407,0.555057,8
654,708,0.555333,12
697,639,0.556007,6
666,567,0.559864,5
650,680,0.562159,9
651,683,0.563416,13
685,591,0.569998,7
638,720,0.581398,8
458,571,0.596535,5
669,699,0.597918,14
617,714,0.604547,4
661,687,0.617775,5
674,658,0.620595,13
693,662,0.631717,14
732,635,0.640925,16
729,649,0.651229,10
698,60,0.659721,5
717,600,0.663297,8
659,54,0.664863,4
603,692,0.678537,9
718,628,0.680713,15
171,653,0.681966,3
712,224,0.688524,5
702,408,0.703799,13
711,495,0.717048,10
707,710,0.718451,11
681,704,0.721894,22
703,637,0.730634,23
663,257,0.742250,4
721,741,0.742466,12
723,713,0.742588,12
730,668,0.775290,10
678,428,0.779978,13
694,705,0.782218,14
728,696,0.786976,17
726,731,0.803089,10
742,691,0.809789,18
727,744,0.814046,12
734,716,0.839387,12
709,739,0.852343,16
719,740,0.853207,13
695,754,0.914447,16
746,737,0.914572,29
752,701,0.916338,18
760,559,0.920098,14
706,745,0.961258,11
724,735,0.980469,25
747,748,0.999594,21
755,722,1.042065,29
756,725,1.067867,20
763,733,1.195869,17
690,750,1.206970,34
736,715,1.243135,25
759,768,1.254705,29
761,578,1.273048,15
738,770,1.273784,31
767,688,1.313836,16
772,777,1.435614,35
766,743,1.491104,33
769,762,1.508311,41
773,758,1.566200,27
757,765,1.589201,46
771,749,1.624026,51
753,779,1.702615,28
783,764,1.879021,43
778,786,1.996760,59
776,780,2.041246,64
789,751,2.088734,68
774,775,2.132007,59
791,785,2.484462,110
787,790,2.640846,111
782,784,2.819700,87
793,788,4.425678,170
794,781,4.486092,120
795,792,6.110412,280
796,797,7.988977,400
