cluster_i,cluster_j,distance,count
210,254,0.007660,2
17,19,0.007819,2
343,183,0.007881,3
323,366,0.007933,4
334,233,0.007952,3
300,94,0.007956,3
70,71,0.008243,2
132,178,0.008264,2
328,301,0.008290,4
119,277,0.008411,3
305,227,0.008464,3
53,56,0.008484,2
324,225,0.008561,3
111,113,0.008719,2
319,237,0.008765,3
274,242,0.009083,4
338,310,0.009090,6
18,279,0.009167,3
303,151,0.009504,3
269,294,0.009524,4
312,290,0.009641,5
275,330,0.009677,4
115,327,0.009691,3
360,66,0.009889,6
361,158,0.010470,3
5,6,0.010482,2
87,88,0.010492,2
103,104,0.010500,2
347,180,0.010664,3
374,43,0.010870,3
298,12,0.010890,3
7,9,0.011122,2
317,349,0.011490,5
288,314,0.011538,4
128,339,0.011554,3
353,356,0.011670,6
373,260,0.011670,6
27,31,0.011812,2
96,98,0.011949,2
418,306,0.012054,5
84,85,0.012247,2
359,130,0.012767,4
318,352,0.012854,4
33,355,0.012924,3
391,292,0.012933,4
411,105,0.012939,3
44,382,0.013274,3
416,268,0.013649,7
398,340,0.013708,6
299,52,0.013755,3
329,384,0.013933,4
417,372,0.013980,6
386,171,0.014291,4
345,376,0.014608,5
335,325,0.014680,4
389,95,0.014877,4
379,263,0.015011,4
421,383,0.015104,4
403,280,0.015264,6
350,110,0.015560,3
154,412,0.015967,4
0,344,0.016019,4
390,311,0.016352,4
427,358,0.016390,5
430,49,0.016428,4
381,163,0.016516,4
362,400,0.017116,10
401,367,0.017311,5
91,439,0.017397,5
363,308,0.017727,5
415,377,0.017788,4
375,396,0.017877,7
420,394,0.018629,9
422,392,0.018709,6
399,440,0.019198,8
380,331,0.019756,4
393,450,0.020238,13
414,304,0.020287,6
434,404,0.020362,9
425,351,0.020440,6
336,413,0.021479,5
357,368,0.021627,5
369,365,0.021717,4
79,438,0.021760,5
433,395,0.022212,5
4,409,0.022487,3
441,295,0.022710,6
397,348,0.023514,4
448,315,0.024128,6
446,72,0.025555,5
432,354,0.025832,9
424,332,0.026186,5
465,371,0.026701,9
464,265,0.026779,6
443,321,0.027072,5
428,436,0.028072,8
387,423,0.028701,9
442,466,0.029075,10
457,102,0.029267,7
475,410,0.029837,7
471,406,0.030518,7
445,469,0.031243,7
461,385,0.031820,8
408,402,0.031857,6
444,364,0.032099,6
451,370,0.032108,8
435,388,0.032449,9
431,455,0.034045,14
419,491,0.034240,20
429,478,0.034257,8
460,405,0.035264,17
473,426,0.045078,9
456,378,0.046961,13
479,449,0.047694,12
462,496,0.049764,22
437,459,0.050253,9
476,463,0.050946,15
470,447,0.062231,11
474,490,0.062318,18
480,488,0.063357,15
454,486,0.063728,12
477,472,0.066289,12
483,452,0.066685,12
492,453,0.066992,25
487,497,0.072998,18
503,481,0.075817,25
468,499,0.087207,14
495,467,0.095410,14
493,484,0.100441,15
507,458,0.105152,33
498,502,0.127253,40
500,509,0.130573,40
506,482,0.134403,19
485,504,0.139150,19
510,407,0.147336,20
489,501,0.155874,19
494,508,0.160261,35
514,513,0.184421,73
515,520,0.211350,75
519,505,0.290085,31
511,516,0.327352,33
521,512,0.522114,88
517,523,0.601513,50
518,524,0.654897,53
526,522,0.924477,125
525,527,1.142676,141
528,529,2.180406,266
