cluster_i,cluster_j,distance,count
463,465,0.013245,52
466,341,0.013580,63
471,469,0.013600,70
462,401,0.013602,5
472,446,0.013607,72
458,420,0.013794,7
421,9,0.013984,3
84,313,0.013994,4
441,370,0.014131,8
464,31,0.014392,4
476,457,0.014442,11
480,297,0.014488,6
451,317,0.014490,4
475,263,0.014660,73
5,6,0.014823,2
87,88,0.014837,2
103,104,0.014850,2
438,85,0.014997,5
454,455,0.015056,10
302,52,0.015246,3
490,481,0.015307,14
487,105,0.015502,3
477,460,0.015569,9
7,493,0.015729,10
0,351,0.015881,4
473,392,0.016221,72
492,377,0.016511,5
478,486,0.016574,6
489,49,0.016684,11
96,448,0.016899,6
91,450,0.016921,5
494,440,0.016963,12
501,500,0.017037,11
495,485,0.017222,6
488,498,0.017320,11
496,154,0.017655,73
497,334,0.017674,7
507,110,0.018064,8
470,499,0.018324,16
482,509,0.018622,22
474,373,0.018723,7
506,391,0.018944,75
504,502,0.018979,18
491,365,0.019158,20
483,429,0.019336,8
513,4,0.020153,19
514,72,0.020925,21
508,511,0.020931,15
505,503,0.021708,22
79,519,0.022239,23
510,517,0.022530,43
520,102,0.022666,24
516,479,0.022831,27
523,521,0.023559,70
524,515,0.024608,78
525,522,0.024815,102
526,265,0.025968,103
527,518,0.028306,118
528,484,0.086593,191
529,512,0.107031,266
