cluster_i,cluster_j,distance,count
292,468,0.015601,3
457,184,0.015721,9
483,424,0.015760,4
489,94,0.015777,7
440,488,0.015793,14
482,139,0.015986,19
345,395,0.016142,7
492,194,0.016160,10
494,497,0.016225,14
493,369,0.016322,7
232,233,0.016554,2
484,498,0.016706,18
476,167,0.016773,20
464,394,0.016832,9
480,481,0.016869,10
495,472,0.017022,20
496,500,0.017383,26
289,290,0.017468,2
508,291,0.017492,3
502,475,0.017724,21
280,282,0.017936,2
505,332,0.017937,14
499,506,0.018196,34
504,417,0.018631,16
433,513,0.019287,40
511,281,0.019324,3
510,514,0.019746,37
225,485,0.019941,3
242,243,0.020051,2
460,501,0.020204,4
308,204,0.020496,3
261,262,0.020886,2
276,277,0.020950,2
515,92,0.021202,41
228,229,0.021281,2
512,507,0.021780,40
213,214,0.022175,2
218,389,0.022190,3
235,236,0.022383,2
283,284,0.022512,2
215,328,0.022576,3
207,208,0.022794,2
519,244,0.022868,3
526,503,0.023089,60
256,257,0.023219,2
522,263,0.023301,3
467,536,0.023387,5
471,253,0.023420,4
268,269,0.023435,2
517,534,0.023831,97
278,279,0.024125,2
539,270,0.024176,3
274,275,0.024663,2
234,529,0.024748,3
477,296,0.025079,5
540,524,0.025137,138
546,199,0.026022,139
246,247,0.026338,2
533,245,0.026596,4
548,248,0.027088,3
544,404,0.027278,5
240,241,0.027934,2
551,239,0.028404,6
206,532,0.028618,3
543,523,0.028977,4
549,550,0.029117,7
530,487,0.029147,4
254,255,0.029662,2
221,222,0.029871,2
528,559,0.030465,5
545,295,0.030615,6
461,273,0.030674,3
552,556,0.031292,9
531,560,0.031659,8
563,249,0.032500,10
431,299,0.032799,4
521,205,0.033943,4
535,258,0.034515,3
557,388,0.034701,6
567,554,0.034724,7
558,568,0.034779,5
516,569,0.035231,9
490,518,0.035538,5
562,555,0.035554,7
537,428,0.035866,7
575,473,0.036213,9
538,571,0.036240,9
564,573,0.036770,13
527,578,0.036917,15
509,491,0.036930,6
520,553,0.037224,10
542,574,0.037452,10
577,576,0.037590,18
581,565,0.038362,20
583,582,0.039036,28
584,585,0.040132,48
586,541,0.041169,50
525,587,0.042422,52
570,566,0.042570,11
579,588,0.042803,67
589,590,0.045533,78
561,580,0.046406,12
591,572,0.048783,87
592,593,0.054580,99
486,547,0.070422,200
595,594,0.158559,299
