cluster_i,cluster_j,distance,count
182,199,0.418810,2
366,220,0.420119,3
30,35,0.422966,2
110,112,0.424264,2
153,183,0.430812,2
255,286,0.431045,2
203,207,0.431856,2
411,225,0.433243,4
339,96,0.433244,3
385,17,0.434166,4
355,408,0.437379,4
415,298,0.445982,5
347,22,0.452217,4
334,340,0.456946,4
358,284,0.464865,3
349,317,0.466476,4
353,118,0.466476,3
66,92,0.468402,2
404,93,0.470956,3
254,264,0.473814,2
20,27,0.474342,2
252,300,0.480103,3
205,218,0.480104,2
4,42,0.482596,2
273,296,0.482597,2
351,174,0.483839,3
352,314,0.485077,4
379,76,0.495782,4
361,350,0.500400,5
343,374,0.516140,4
401,290,0.517397,3
15,40,0.523259,2
381,137,0.529245,3
330,188,0.530094,3
51,65,0.534509,2
335,359,0.539073,7
410,236,0.554708,3
407,413,0.557584,5
367,21,0.557584,3
354,466,0.557854,5
377,259,0.566127,3
14,464,0.585491,3
442,328,0.594390,6
68,389,0.594390,3
388,348,0.596825,4
409,383,0.604400,5
455,369,0.608769,6
428,346,0.616117,4
152,416,0.616847,3
405,380,0.619112,5
414,237,0.630713,4
436,371,0.631506,4
368,232,0.638906,3
424,387,0.648460,4
104,126,0.648845,2
357,420,0.665733,5
394,318,0.667308,4
427,386,0.672682,6
399,397,0.680074,6
443,75,0.681836,5
434,249,0.690507,4
460,373,0.692892,6
258,261,0.707674,2
376,115,0.718471,3
450,398,0.725603,5
444,419,0.730548,9
418,457,0.736003,5
179,406,0.771298,3
449,121,0.771622,4
169,422,0.774918,6
431,39,0.781601,4
439,363,0.783135,4
461,435,0.818353,7
447,297,0.834866,4
423,433,0.840240,4
341,421,0.850882,4
446,395,0.861625,6
417,459,0.865563,7
277,281,0.886398,2
471,3,0.898442,4
426,392,0.899889,5
472,402,0.916789,9
456,7,0.921954,3
440,425,0.922008,7
304,493,0.928923,6
403,364,0.933435,6
488,119,0.955249,6
393,448,0.958802,6
483,337,0.962549,6
478,485,0.971442,8
477,494,0.990202,10
454,452,1.031213,5
480,491,1.051190,10
508,475,1.051190,10
302,451,1.060660,5
412,390,1.068925,5
438,463,1.092015,5
498,382,1.092246,11
510,429,1.098954,10
501,482,1.101363,9
155,165,1.113956,2
441,69,1.126455,4
437,502,1.154124,8
506,432,1.168460,6
360,479,1.198541,8
504,469,1.202831,7
400,474,1.221148,6
496,465,1.227762,6
507,458,1.236933,7
486,445,1.245353,8
481,509,1.309694,9
497,91,1.314876,6
499,495,1.321969,7
209,516,1.357130,8
462,514,1.401285,13
528,517,1.435444,11
522,430,1.436698,10
473,518,1.453445,9
520,453,1.502698,8
515,505,1.510033,10
525,396,1.514893,12
487,519,1.535220,8
513,476,1.562082,8
527,467,1.588081,7
468,532,1.589780,16
543,391,1.596559,11
556,492,1.618054,12
512,526,1.732339,14
534,523,1.787177,14
547,500,1.799389,16
546,521,1.808341,14
530,529,1.852836,16
542,552,1.946203,18
490,541,2.037965,13
545,470,2.047926,12
489,484,2.143362,8
560,503,2.167809,18
566,535,2.254109,21
564,524,2.338631,21
550,536,2.356480,15
561,544,2.401041,20
548,549,2.425386,21
559,531,2.561445,22
537,563,2.575597,22
557,540,2.654374,22
558,533,2.851754,13
567,511,2.877012,14
539,551,3.047640,14
577,553,3.082742,34
573,555,3.334786,28
568,554,3.352014,16
574,538,3.541539,28
569,565,3.602235,36
578,562,3.676097,29
572,579,3.680897,29
584,576,3.723238,50
570,586,3.726674,50
585,580,3.870931,50
571,587,3.944541,50
581,583,3.947708,50
575,582,3.954188,50
590,589,9.289053,100
593,592,9.483428,100
595,591,18.442268,150
594,588,18.794473,150
597,596,24.820355,300
