cluster_i,cluster_j,distance,count
479,226,0.190079,3
193,245,0.190709,2
57,76,0.191010,2
49,458,0.191719,3
515,494,0.192251,7
524,453,0.192253,6
521,70,0.192523,3
534,455,0.196076,7
507,343,0.197044,3
6,78,0.198658,2
462,243,0.199621,3
548,48,0.199765,3
149,221,0.202277,2
536,246,0.202628,3
145,158,0.203217,2
567,25,0.203715,5
501,556,0.205291,4
493,252,0.210837,3
153,263,0.211426,2
573,539,0.212421,4
276,286,0.213122,2
588,59,0.213551,4
124,233,0.214394,2
502,593,0.218389,6
551,549,0.222243,11
417,529,0.224094,4
607,522,0.223807,7
438,75,0.224572,3
121,279,0.224860,2
187,268,0.225887,2
164,165,0.226000,2
540,585,0.226062,6
520,272,0.226224,3
582,163,0.226229,4
139,210,0.227976,2
591,23,0.231942,3
537,496,0.232809,8
578,561,0.233132,8
545,568,0.239898,6
543,513,0.244129,5
546,596,0.246753,4
207,284,0.246982,2
523,68,0.247649,3
530,73,0.247654,4
213,516,0.248019,3
179,185,0.249050,2
22,30,0.254018,2
590,457,0.256520,5
27,39,0.256704,2
563,132,0.259031,5
56,514,0.260289,3
519,51,0.266489,3
628,485,0.267030,4
126,267,0.267739,2
225,259,0.268604,2
538,611,0.269593,5
100,101,0.270296,2
572,344,0.273103,9
595,208,0.273280,4
156,592,0.274062,4
444,211,0.275461,3
84,97,0.277635,2
547,168,0.284854,4
597,474,0.284948,7
498,412,0.285386,4
510,445,0.286244,8
535,566,0.287016,4
579,117,0.288390,3
7,643,0.289141,3
469,289,0.290268,3
154,487,0.295009,3
518,584,0.297171,5
558,483,0.298317,4
587,190,0.298719,7
603,562,0.299487,7
555,509,0.305895,6
635,216,0.310413,3
220,277,0.310942,2
565,236,0.311202,3
601,625,0.311297,8
569,326,0.320644,6
21,86,0.322622,2
559,197,0.323677,3
491,79,0.324704,3
478,183,0.328077,3
553,250,0.328325,3
614,150,0.329344,4
617,632,0.332127,6
430,473,0.339310,4
621,646,0.340000,9
583,636,0.341913,4
605,609,0.343811,9
673,12,0.322820,10
261,273,0.346883,2
554,204,0.347924,5
541,234,0.352186,3
633,3,0.352812,4
602,512,0.355494,4
613,17,0.356042,7
557,618,0.364875,11
292,619,0.368944,9
631,679,0.370905,9
677,148,0.378265,4
484,533,0.383675,5
640,660,0.386868,7
600,177,0.392799,3
415,648,0.393325,6
141,184,0.394495,2
663,630,0.395642,4
527,670,0.402944,6
655,612,0.403020,9
237,264,0.405941,2
665,649,0.408159,6
452,624,0.419967,5
550,576,0.420121,8
647,552,0.420472,11
668,160,0.428625,5
20,564,0.428698,4
634,544,0.431250,6
700,105,0.407537,7
604,285,0.431824,3
589,532,0.439954,14
586,620,0.446471,13
676,228,0.451295,6
678,475,0.456209,7
120,460,0.456254,3
707,627,0.427540,5
622,687,0.456433,7
645,598,0.459062,11
577,651,0.461447,7
661,67,0.474783,9
464,694,0.475168,8
653,706,0.476570,12
615,580,0.478805,8
616,575,0.486540,4
657,629,0.499354,11
136,626,0.500395,4
702,642,0.500824,6
137,644,0.501698,5
654,671,0.505838,13
227,241,0.506803,2
716,407,0.507075,6
637,672,0.517036,9
666,218,0.531454,4
641,725,0.510584,8
658,570,0.534393,5
623,722,0.539042,4
712,695,0.541560,14
685,594,0.546270,7
606,571,0.546310,16
729,638,0.553667,16
674,32,0.556045,11
669,656,0.582005,13
664,689,0.587085,5
459,574,0.589190,5
730,652,0.593191,10
680,650,0.603618,10
684,599,0.610268,7
696,662,0.624256,14
713,608,0.627978,15
690,60,0.628503,5
688,723,0.636446,12
686,692,0.637466,16
718,224,0.649272,5
733,408,0.670309,13
171,659,0.670657,3
739,720,0.682547,12
699,54,0.692131,5
738,749,0.676821,15
715,500,0.702756,10
724,747,0.708747,12
682,704,0.709432,22
727,736,0.711850,10
726,675,0.719793,10
703,639,0.723910,23
667,257,0.737401,4
708,711,0.739392,12
683,698,0.739967,14
735,709,0.741508,12
710,742,0.776334,16
681,429,0.778278,13
691,755,0.812773,16
746,732,0.823158,29
752,560,0.846825,14
705,744,0.853281,22
610,754,0.889329,12
714,734,0.897584,25
745,757,0.912366,9
701,741,0.922390,22
758,751,0.929001,22
759,719,0.990964,20
762,731,1.026868,29
748,728,1.097746,16
771,737,1.100557,32
697,756,1.189935,34
772,760,1.196613,32
750,721,1.201844,28
740,717,1.221110,25
765,693,1.241089,16
767,766,1.327983,34
777,581,1.368382,35
768,761,1.450856,41
773,753,1.574657,51
743,780,1.610474,28
774,763,1.644999,32
782,769,1.692856,44
775,785,1.718427,60
781,786,1.798515,66
776,779,2.012120,59
778,764,2.015988,57
790,784,2.037560,110
789,787,2.226822,110
783,791,3.206445,98
788,793,4.233875,170
794,770,4.556660,120
795,792,5.675662,280
796,797,7.200213,400
