cluster_i,cluster_j,distance,count
87,408,0.026244,5
246,247,0.026338,2
451,184,0.026396,7
244,245,0.026596,2
292,425,0.026628,3
437,462,0.026681,21
461,304,0.027877,5
240,241,0.027934,2
92,440,0.027978,3
386,410,0.028150,5
218,366,0.028387,3
225,432,0.028811,3
254,255,0.029662,2
63,454,0.029729,5
221,222,0.029871,2
376,239,0.031303,3
336,426,0.031506,7
420,273,0.031699,3
450,372,0.031997,5
248,249,0.032500,2
438,418,0.033509,9
449,281,0.034362,3
446,291,0.034577,3
205,206,0.034724,2
463,456,0.035137,9
453,442,0.035929,5
444,253,0.036510,4
493,400,0.036690,9
396,299,0.036865,4
447,433,0.037264,6
419,486,0.038389,5
470,511,0.038912,23
477,270,0.041233,3
484,516,0.041301,11
399,458,0.041767,8
464,263,0.042352,3
460,455,0.042609,9
414,441,0.043082,4
496,467,0.043806,29
475,489,0.045189,10
234,472,0.045350,3
452,491,0.045792,11
448,485,0.046162,9
394,429,0.047007,4
476,258,0.047917,3
504,500,0.049658,10
459,494,0.050187,4
499,507,0.050669,10
487,490,0.050685,9
434,365,0.051522,4
509,482,0.052592,9
492,510,0.057921,4
483,465,0.057963,4
471,478,0.060934,5
520,497,0.063128,11
522,515,0.063757,32
514,474,0.065954,4
529,546,0.065999,61
521,295,0.066008,6
424,526,0.066535,5
488,541,0.069147,15
512,473,0.069483,5
505,439,0.069951,4
480,518,0.071142,14
513,495,0.072657,6
538,468,0.073184,15
502,466,0.081774,5
506,498,0.087542,5
536,479,0.088748,17
503,535,0.091411,5
525,530,0.092147,18
523,508,0.092376,6
533,539,0.099381,18
527,545,0.100520,20
543,481,0.103712,6
469,547,0.114883,7
544,501,0.116228,8
542,517,0.121714,8
524,554,0.122826,25
528,531,0.122845,7
532,556,0.128710,26
552,540,0.138307,9
550,534,0.149341,9
563,551,0.158359,33
558,537,0.166977,9
548,561,0.171638,79
553,557,0.178534,9
549,555,0.181499,12
519,567,0.191180,12
569,559,0.206696,42
562,565,0.219382,12
564,574,0.233204,53
568,560,0.247065,13
576,580,0.253500,121
571,577,0.264419,35
570,575,0.292939,16
584,582,0.304284,174
578,566,0.331926,19
581,572,0.376523,21
585,579,0.377460,47
583,573,0.401475,22
587,589,0.487534,195
590,586,0.600623,63
592,588,0.638330,214
593,591,0.686768,85
594,595,0.709319,299
