cluster_i,cluster_j,distance,count
461,479,0.021341,47
469,304,0.021898,5
213,214,0.022175,2
451,401,0.022183,6
235,236,0.022383,2
283,284,0.022512,2
207,208,0.022794,2
215,326,0.022998,3
256,257,0.023219,2
455,434,0.023241,6
268,269,0.023435,2
92,456,0.023535,3
225,447,0.023640,3
338,415,0.023967,7
278,279,0.024125,2
460,139,0.024298,8
274,275,0.024663,2
442,472,0.024828,8
218,374,0.025252,3
489,457,0.025864,6
470,291,0.025971,3
458,439,0.026186,9
466,462,0.026315,10
246,247,0.026338,2
471,281,0.026394,3
492,485,0.026468,10
244,245,0.026596,2
491,467,0.027541,58
240,241,0.027934,2
487,502,0.028073,8
514,248,0.029216,3
448,253,0.029302,4
391,465,0.029385,8
390,494,0.029435,9
383,239,0.029655,3
254,255,0.029662,2
221,222,0.029871,2
431,464,0.030494,4
433,273,0.030543,3
295,296,0.030615,2
501,270,0.031702,3
476,517,0.031912,4
482,263,0.032546,3
518,481,0.034296,61
409,299,0.034528,4
205,206,0.034724,2
234,495,0.034775,3
478,510,0.035057,13
506,199,0.035253,9
504,474,0.037435,12
521,249,0.039289,4
423,520,0.039812,14
512,500,0.039962,15
499,258,0.040111,3
407,440,0.040342,4
486,508,0.040945,15
437,533,0.042165,5
496,449,0.042212,4
484,530,0.042698,6
507,483,0.043086,4
516,351,0.044157,14
524,446,0.046277,16
513,468,0.046773,15
536,497,0.047206,4
450,503,0.050470,5
493,498,0.051422,5
511,480,0.052378,6
537,525,0.053170,6
477,538,0.054259,21
531,529,0.054982,6
526,544,0.056264,5
509,527,0.056565,5
505,515,0.057411,5
523,553,0.062521,23
490,528,0.062569,6
548,373,0.062759,6
539,546,0.063618,24
519,532,0.069874,6
542,540,0.070783,26
541,522,0.073060,8
488,554,0.076902,7
543,551,0.081962,29
535,556,0.092530,9
547,545,0.095163,9
550,563,0.097716,9
559,552,0.099108,37
562,555,0.112405,10
549,571,0.121321,13
534,576,0.122087,98
579,564,0.120103,121
565,558,0.126670,12
566,557,0.128386,12
568,570,0.139284,14
572,567,0.140156,53
580,584,0.145134,174
585,569,0.145605,200
561,574,0.146490,14
560,575,0.156811,15
573,577,0.188546,19
578,582,0.245636,25
581,583,0.261618,26
587,588,0.284913,29
586,592,0.294230,229
593,591,0.306366,255
594,590,0.334547,280
595,589,0.333743,299
