cluster_i,cluster_j,distance,count
213,214,0.022175,2
235,236,0.022383,2
283,284,0.022512,2
207,208,0.022794,2
215,325,0.023038,3
304,446,0.023205,6
256,257,0.023219,2
268,269,0.023435,2
450,403,0.023796,6
453,431,0.024037,6
278,279,0.024125,2
338,417,0.024168,7
225,442,0.024376,3
92,452,0.024590,3
274,275,0.024663,2
218,373,0.025289,3
476,489,0.025502,47
465,291,0.026034,3
246,247,0.026338,2
244,245,0.026596,2
467,281,0.026843,3
443,475,0.027397,8
466,439,0.027670,9
240,241,0.027934,2
461,463,0.028139,9
486,458,0.028145,6
473,457,0.028293,10
464,496,0.028454,9
254,255,0.029662,2
448,253,0.029840,4
382,239,0.029854,3
221,222,0.029871,2
484,504,0.030243,8
390,468,0.030492,8
295,296,0.030615,2
389,499,0.031122,9
427,459,0.031145,4
430,273,0.031186,3
507,471,0.031703,58
509,248,0.031712,3
498,270,0.032704,3
479,263,0.032826,3
478,199,0.033588,7
477,510,0.034589,4
205,206,0.034724,2
407,299,0.034800,4
234,492,0.035049,3
502,472,0.037955,12
474,516,0.038073,13
529,483,0.038707,61
405,438,0.041027,4
497,258,0.041216,3
530,249,0.041373,4
433,523,0.042071,14
513,500,0.042739,15
493,445,0.043146,4
435,532,0.043783,5
481,525,0.044308,6
518,488,0.044723,14
505,480,0.044798,4
533,515,0.045604,16
517,469,0.047747,15
526,444,0.048157,16
535,494,0.049637,4
449,503,0.051350,5
491,495,0.052730,5
512,524,0.053760,16
508,482,0.054171,6
537,521,0.054916,6
506,522,0.056689,5
490,539,0.056693,21
531,528,0.057270,6
519,542,0.059427,5
501,511,0.059670,5
546,372,0.063342,6
487,527,0.063831,6
514,534,0.070393,6
544,538,0.073042,26
543,520,0.074595,8
485,554,0.078488,7
545,549,0.084203,29
557,552,0.088315,31
536,556,0.093240,9
547,541,0.095669,9
550,564,0.100290,9
561,553,0.101649,37
560,555,0.114009,10
548,570,0.122803,13
566,559,0.127280,12
540,572,0.127466,92
565,558,0.129908,12
571,551,0.130296,45
567,569,0.140166,14
580,576,0.147493,129
563,574,0.148218,14
562,575,0.158544,15
584,568,0.172902,155
587,582,0.178794,200
573,577,0.190061,19
578,581,0.249005,25
579,583,0.265766,26
585,586,0.290646,29
588,589,0.339972,219
593,590,0.346797,244
594,591,0.378125,270
595,592,0.392652,299
