cluster_i,cluster_j,distance,count
96,430,0.020031,6
424,386,0.020163,17
415,387,0.020248,9
434,85,0.020501,5
459,442,0.021041,11
7,450,0.021365,5
451,52,0.022391,5
457,372,0.022432,10
431,433,0.022839,17
417,403,0.022980,7
413,410,0.023133,5
440,367,0.023448,8
418,470,0.024263,11
481,359,0.024279,7
462,325,0.024713,5
441,485,0.025018,8
445,419,0.025031,8
447,49,0.025083,6
455,412,0.025819,15
479,427,0.025939,22
452,437,0.026060,6
458,436,0.026071,6
492,4,0.025913,7
472,463,0.026881,21
473,263,0.027570,10
79,474,0.027950,6
401,72,0.028351,7
467,265,0.029335,6
483,407,0.030473,14
471,102,0.031612,7
475,466,0.032841,19
501,478,0.029769,29
425,469,0.033711,9
461,443,0.034622,26
464,371,0.035530,11
491,465,0.036052,11
490,489,0.037560,37
468,454,0.037683,11
498,488,0.038272,12
476,480,0.038517,12
504,495,0.044427,36
507,511,0.043841,73
502,505,0.045507,40
477,503,0.048642,14
486,484,0.051983,15
487,496,0.052109,14
513,499,0.056181,54
517,494,0.051707,75
506,500,0.060651,18
493,510,0.066179,19
482,508,0.072428,19
514,497,0.074106,21
521,509,0.106964,31
516,519,0.111373,32
512,515,0.148013,88
525,524,0.169066,120
520,518,0.169599,94
523,522,0.178964,52
527,528,0.208062,146
529,526,0.268761,266
