cluster_i,cluster_j,distance,count
209,454,0.160562,3
406,579,0.161555,16
311,353,0.161892,2
47,110,0.162262,2
479,547,0.162484,4
523,585,0.162754,4
5,104,0.163086,2
49,463,0.163918,3
572,158,0.164575,3
123,151,0.165245,2
167,189,0.165560,2
420,109,0.165641,3
25,587,0.165946,5
544,580,0.166643,13
551,314,0.166736,8
575,48,0.169198,6
539,272,0.170026,3
487,344,0.170696,9
6,534,0.171292,3
411,254,0.171977,3
199,274,0.173003,2
567,214,0.173303,4
564,525,0.175756,7
138,244,0.176465,2
469,243,0.177902,3
156,606,0.179780,4
527,73,0.180613,4
19,64,0.182025,2
170,206,0.183439,2
604,462,0.184981,9
488,558,0.185000,8
515,595,0.185003,24
526,483,0.185267,6
593,59,0.187096,4
529,589,0.187211,6
53,96,0.187830,2
213,535,0.188279,3
613,596,0.188958,32
588,496,0.190518,4
552,615,0.190539,7
193,245,0.190709,2
57,76,0.191010,2
543,68,0.192200,3
614,594,0.194031,11
509,599,0.194371,16
609,563,0.195133,4
419,517,0.195318,5
597,12,0.196420,7
627,608,0.197030,8
617,79,0.197327,3
612,440,0.197365,11
600,78,0.198658,4
628,548,0.199201,7
442,75,0.199625,3
149,221,0.202277,2
590,145,0.203217,4
531,561,0.205626,10
630,624,0.207894,11
565,268,0.210262,4
577,602,0.211073,5
553,168,0.211237,4
153,263,0.211426,2
633,23,0.212200,5
276,286,0.213122,2
124,233,0.214394,2
519,164,0.215002,7
508,252,0.216363,3
576,163,0.218112,4
556,638,0.219495,13
292,619,0.220592,33
542,626,0.222913,23
22,499,0.223090,3
121,279,0.224860,2
640,187,0.225887,5
647,165,0.226000,8
644,639,0.226177,16
629,635,0.226279,10
139,210,0.227976,2
657,621,0.229752,23
518,413,0.230601,4
583,651,0.231836,49
584,611,0.232551,11
573,661,0.233773,9
660,67,0.235204,24
656,208,0.238372,9
550,623,0.239201,5
598,150,0.239719,4
538,3,0.243298,3
562,204,0.244166,5
207,284,0.246982,2
179,185,0.249050,2
650,326,0.250266,14
616,17,0.251191,7
591,197,0.251223,3
666,190,0.253744,10
653,30,0.254018,4
574,645,0.254189,7
622,225,0.254568,3
631,117,0.255494,4
27,39,0.256704,2
154,502,0.258118,3
540,478,0.259048,6
581,250,0.259268,3
641,236,0.259725,6
683,289,0.260192,7
450,211,0.260923,3
665,56,0.261767,25
688,658,0.265633,35
652,663,0.267262,34
126,267,0.267739,2
679,259,0.268604,4
497,682,0.268613,5
669,51,0.269245,4
678,530,0.269418,9
100,101,0.270296,2
416,603,0.274117,6
504,680,0.276279,6
84,97,0.277635,2
689,458,0.278426,37
685,676,0.278987,16
634,698,0.285160,13
677,569,0.285895,6
643,177,0.287089,3
673,690,0.287680,48
667,625,0.288016,16
620,664,0.289140,13
700,32,0.290998,38
674,570,0.292617,10
655,692,0.295481,9
432,481,0.295677,4
566,234,0.295787,3
686,672,0.298391,9
693,500,0.299868,8
708,696,0.305110,40
707,20,0.306804,14
694,468,0.308000,7
695,711,0.308650,13
21,681,0.309803,3
7,699,0.310015,3
220,277,0.310942,2
489,183,0.312604,3
691,216,0.314530,3
706,717,0.319791,23
718,668,0.321629,17
470,702,0.321840,15
719,86,0.322622,4
649,586,0.323619,8
632,662,0.326671,60
729,705,0.328000,108
725,546,0.328325,19
670,228,0.331693,6
714,636,0.333024,10
724,715,0.337457,63
646,285,0.339171,3
730,431,0.346621,110
261,273,0.346883,2
716,408,0.348633,16
712,148,0.350892,4
735,701,0.351518,19
739,642,0.353375,8
709,738,0.353751,26
120,713,0.356389,10
743,728,0.356535,18
742,720,0.358022,29
654,740,0.358638,21
637,184,0.359555,5
744,521,0.361388,20
741,648,0.362829,11
745,105,0.364984,30
731,722,0.374989,22
136,618,0.379096,4
746,218,0.379592,22
748,749,0.380970,31
747,704,0.383043,8
750,703,0.383951,36
734,727,0.385389,67
751,737,0.389772,24
753,732,0.392326,28
755,141,0.394495,9
759,607,0.395990,32
710,721,0.397213,11
659,407,0.399516,4
757,60,0.399516,68
697,763,0.403585,10
761,687,0.405094,35
237,264,0.405941,2
766,760,0.406596,44
768,675,0.409224,47
758,160,0.410030,25
765,610,0.410601,12
769,770,0.411874,72
723,605,0.416918,5
773,465,0.425060,7
754,466,0.428712,33
772,224,0.437146,73
764,756,0.445759,104
775,227,0.451116,34
776,774,0.451164,80
762,592,0.458803,13
779,752,0.465481,84
778,733,0.472128,44
780,171,0.479660,14
777,54,0.479805,105
784,726,0.489461,120
782,601,0.489818,47
786,781,0.493222,131
787,137,0.497003,132
671,241,0.497471,3
771,783,0.497848,26
790,767,0.505334,28
788,789,0.506803,135
792,791,0.521464,163
793,257,0.536695,164
794,684,0.559057,167
795,582,0.641377,170
796,736,1.443424,280
785,797,1.514048,400
