cluster_i,cluster_j,distance,count
261,273,0.245284,2
611,500,0.245513,4
550,168,0.246691,4
533,572,0.246753,4
511,571,0.246758,5
190,285,0.248561,2
510,588,0.250946,5
609,216,0.253451,3
551,236,0.254095,3
563,466,0.256724,7
292,573,0.256992,6
17,105,0.258082,2
20,412,0.258102,3
547,197,0.264281,3
486,79,0.265119,3
601,480,0.267030,4
537,499,0.267430,5
473,183,0.267874,3
540,250,0.268076,3
120,148,0.269386,2
549,582,0.276869,6
531,577,0.277010,6
141,184,0.278950,2
522,553,0.285132,8
604,150,0.285221,4
519,552,0.287016,4
237,264,0.287044,2
527,234,0.287559,3
624,528,0.293033,7
546,586,0.295325,5
619,67,0.297551,5
544,478,0.298317,4
607,422,0.302369,9
621,3,0.305544,4
568,204,0.311193,5
575,177,0.320719,3
521,565,0.325535,5
429,469,0.339310,4
608,470,0.340578,7
564,612,0.341913,4
450,508,0.345821,4
542,525,0.353218,6
562,616,0.354577,11
576,498,0.355494,4
652,492,0.356479,7
227,241,0.358364,2
660,160,0.383374,5
578,641,0.383631,4
532,459,0.391955,8
605,566,0.392120,7
626,602,0.395642,4
646,579,0.396052,9
587,218,0.401249,3
670,228,0.411974,6
642,593,0.418652,8
479,538,0.420295,5
610,637,0.423672,7
633,590,0.433205,6
136,617,0.433355,4
137,638,0.448732,5
415,661,0.454172,6
674,60,0.460861,8
671,257,0.464721,4
512,673,0.465280,6
461,628,0.469288,5
554,428,0.472740,5
620,676,0.477353,8
457,600,0.480121,4
591,558,0.486540,4
651,530,0.497964,6
630,644,0.506529,7
655,663,0.531042,5
561,659,0.538957,11
598,681,0.539042,4
171,622,0.547589,3
640,679,0.552913,9
614,493,0.564809,6
629,54,0.567072,4
694,224,0.580726,5
643,555,0.585398,5
704,407,0.585519,6
669,484,0.597318,7
603,631,0.604177,7
700,650,0.606907,8
680,408,0.608998,9
684,556,0.621079,11
690,635,0.627608,11
570,634,0.630040,5
647,705,0.636126,8
667,648,0.636373,7
649,658,0.643119,5
456,574,0.645425,5
710,675,0.648420,7
594,583,0.655040,10
666,613,0.704909,7
632,653,0.721017,7
623,688,0.749768,9
683,625,0.752729,7
656,567,0.778762,9
665,548,0.798684,7
585,706,0.800587,9
627,657,0.802502,13
672,717,0.813898,12
731,636,0.820803,9
645,599,0.823078,14
639,698,0.833431,8
697,618,0.847260,12
695,597,0.858470,8
718,606,0.873549,11
691,723,0.876522,10
730,702,0.975000,15
677,693,0.993737,12
678,589,1.012886,16
734,713,1.089702,13
725,720,1.094723,16
696,716,1.102358,12
726,580,1.114993,8
715,727,1.125534,10
692,685,1.141053,14
744,703,1.212095,15
719,664,1.213368,15
714,654,1.271834,8
711,682,1.326644,14
707,743,1.337526,13
728,662,1.338173,9
742,686,1.412075,16
701,729,1.444784,15
699,739,1.509653,15
687,737,1.636035,22
736,689,1.643753,15
733,732,1.643781,16
735,760,1.673348,16
740,668,1.694361,23
759,709,1.892180,17
722,746,1.903311,26
712,755,2.022723,21
741,757,2.041709,16
749,724,2.101272,21
738,754,2.339619,26
708,748,2.355069,27
765,766,2.720995,31
745,771,2.930278,31
758,752,3.033466,22
721,768,3.245966,34
762,747,3.366394,27
769,753,3.649891,27
751,767,4.217210,28
750,770,4.302612,42
773,756,4.609346,36
774,761,4.669898,42
778,772,4.940142,38
781,763,5.215305,42
775,764,5.282189,49
777,782,6.548706,59
776,786,6.913616,69
779,780,7.945797,61
791,788,10.550321,110
787,790,11.589156,111
785,783,12.243817,84
794,784,22.265668,120
793,789,26.265292,170
796,792,46.382941,280
795,797,65.991039,400
