cluster_i,cluster_j,distance,count
394,402,0.030830,5
430,349,0.030927,9
406,72,0.031565,7
436,464,0.032352,10
424,451,0.032998,6
442,321,0.033537,5
429,337,0.033760,5
440,375,0.033975,8
407,457,0.034843,13
4,411,0.034938,3
415,420,0.035557,8
459,428,0.035768,17
444,448,0.036899,14
454,446,0.037029,6
477,412,0.037153,7
468,410,0.037929,7
462,431,0.037973,10
423,453,0.038628,9
449,417,0.039007,8
445,471,0.040001,10
465,265,0.040632,6
447,360,0.041230,6
441,480,0.042880,7
455,409,0.044693,7
437,476,0.045490,8
482,452,0.045702,21
479,439,0.045810,18
458,422,0.046177,14
470,432,0.048224,10
461,102,0.048291,7
498,463,0.048620,24
469,492,0.056530,15
483,481,0.058627,22
475,450,0.060885,11
456,500,0.063314,12
487,474,0.067867,20
488,490,0.068325,19
491,484,0.071486,12
466,473,0.071843,11
494,460,0.076240,12
501,472,0.077054,33
467,485,0.078959,12
506,502,0.090676,35
497,503,0.091588,40
495,486,0.092331,15
511,514,0.103731,73
496,507,0.105051,40
478,504,0.116061,19
493,510,0.121225,19
489,512,0.121587,20
513,517,0.122566,75
499,509,0.127356,21
505,515,0.168571,27
518,508,0.200149,31
516,523,0.235703,100
519,521,0.250749,94
522,520,0.265814,41
526,524,0.323246,125
525,527,0.416360,141
528,529,0.563293,266
