cluster_i,cluster_j,distance,count
465,421,0.021641,21
434,390,0.021653,17
436,445,0.021674,8
444,408,0.021849,5
4,7,0.022814,2
414,401,0.023882,7
412,407,0.023914,5
437,439,0.024647,17
461,442,0.024714,10
457,368,0.024867,10
446,371,0.024977,8
475,430,0.025634,4
452,49,0.026249,6
459,324,0.026257,5
415,406,0.026326,6
477,357,0.027044,7
448,418,0.027115,8
447,432,0.027153,6
468,263,0.027841,10
458,424,0.028319,15
402,72,0.028517,7
79,470,0.029008,6
460,367,0.029063,6
479,431,0.029096,15
478,423,0.029136,22
450,484,0.029375,8
472,456,0.029492,21
463,265,0.031040,6
485,473,0.031656,14
454,482,0.031719,8
466,102,0.032036,7
425,462,0.034401,9
453,476,0.035781,11
471,441,0.036550,26
464,480,0.036693,19
505,493,0.038387,25
488,467,0.038852,11
469,455,0.039682,11
498,483,0.041151,12
495,490,0.041920,37
504,489,0.047109,36
494,506,0.048841,40
474,502,0.050208,14
487,492,0.053783,14
510,511,0.054209,73
496,486,0.054421,15
497,499,0.060315,35
512,517,0.062875,75
507,501,0.062948,18
500,503,0.067804,19
481,508,0.073548,19
513,491,0.074985,21
521,509,0.108592,31
514,519,0.112915,32
515,516,0.152857,88
520,518,0.176087,94
523,522,0.181327,52
525,524,0.187109,120
526,527,0.237704,146
529,528,0.303428,266
