cluster_i,cluster_j,distance,count
49,456,0.222144,3
121,279,0.224860,2
461,243,0.225887,3
187,268,0.225887,2
164,165,0.226000,2
12,75,0.226279,2
139,210,0.227976,2
496,343,0.230783,3
474,226,0.231562,3
525,497,0.233077,7
300,516,0.233848,5
543,388,0.237008,5
59,70,0.239353,2
467,514,0.239719,4
465,431,0.245381,4
207,284,0.246982,2
512,423,0.248129,8
179,185,0.249050,2
532,48,0.249690,3
508,594,0.253334,4
22,30,0.254018,2
522,471,0.254285,7
27,39,0.256704,2
580,449,0.257793,5
520,246,0.260161,3
417,515,0.260762,4
126,267,0.267739,2
56,68,0.268002,2
225,259,0.268604,2
100,101,0.270296,2
590,163,0.270795,4
517,509,0.272039,7
544,316,0.273441,5
505,51,0.277478,3
84,97,0.277635,2
563,451,0.279959,6
506,272,0.284429,3
567,23,0.286876,3
442,211,0.292898,3
494,541,0.294146,4
557,490,0.294822,7
537,464,0.296744,7
326,455,0.303041,3
32,435,0.305500,3
213,502,0.308016,3
554,582,0.308691,6
220,277,0.310942,2
606,208,0.317166,4
21,86,0.322622,2
466,289,0.322913,3
559,524,0.324008,4
415,518,0.325357,4
20,412,0.325923,3
7,616,0.331113,3
292,581,0.332032,6
607,530,0.332533,7
529,572,0.333216,6
548,73,0.334001,4
504,587,0.334201,5
154,483,0.335304,3
602,480,0.337308,4
562,117,0.344530,3
261,273,0.346883,2
538,500,0.348633,5
473,183,0.348931,3
190,285,0.351518,2
609,501,0.351932,4
168,234,0.353375,2
531,569,0.357472,4
608,216,0.360035,3
17,105,0.364984,2
513,429,0.368126,4
511,574,0.373186,5
487,79,0.373973,3
533,585,0.374066,5
555,236,0.375767,3
603,368,0.377345,8
120,148,0.380970,2
591,344,0.390487,8
141,184,0.394495,2
536,452,0.396188,8
545,197,0.400091,3
539,250,0.401288,3
156,584,0.405643,4
237,264,0.405941,2
521,565,0.410232,5
542,477,0.412826,4
605,470,0.418199,7
450,510,0.422734,4
632,67,0.424530,5
561,204,0.424976,5
570,613,0.439332,11
564,610,0.440224,4
535,589,0.440654,7
150,160,0.455456,2
3,551,0.462420,4
645,492,0.467467,7
575,499,0.483828,4
615,481,0.494927,6
479,550,0.497664,5
573,177,0.498511,3
227,241,0.506803,2
618,676,0.508827,5
553,428,0.521875,5
630,604,0.526594,4
568,458,0.529646,4
577,647,0.529991,4
640,600,0.541710,8
137,549,0.550305,4
462,643,0.552254,5
653,469,0.560659,6
588,560,0.565001,4
556,407,0.565199,4
639,670,0.573638,8
619,648,0.573638,7
649,579,0.580156,5
622,576,0.603366,10
586,218,0.603697,3
682,257,0.607741,4
614,593,0.607791,10
596,599,0.612459,6
659,526,0.617197,4
457,566,0.620561,5
224,228,0.624366,2
612,493,0.631668,6
642,528,0.633361,6
669,60,0.641327,8
629,657,0.647271,7
136,626,0.648497,4
623,540,0.649945,9
678,408,0.650700,9
654,679,0.660892,9
546,658,0.662891,11
597,683,0.684322,4
633,694,0.701145,8
668,634,0.711406,7
691,655,0.714197,8
662,552,0.724025,11
651,558,0.729544,5
677,601,0.741132,8
660,598,0.766094,16
688,617,0.769411,10
171,628,0.776170,3
635,54,0.796495,4
627,571,0.800855,9
689,625,0.810364,11
656,674,0.812377,9
665,646,0.826039,7
673,638,0.834895,17
667,621,0.838486,9
650,620,0.842447,7
672,705,0.850527,7
681,687,0.864163,9
652,707,0.869566,8
663,661,0.875274,5
690,697,0.879960,9
675,624,0.926035,10
595,631,0.931034,7
696,611,0.934548,9
583,709,0.954290,9
671,695,0.984374,13
636,698,1.026772,16
714,592,1.030915,16
704,641,1.033472,8
736,578,1.062194,8
718,637,1.068777,15
729,644,1.069628,9
731,708,1.110300,17
710,664,1.111398,7
717,712,1.139727,16
680,721,1.141348,14
726,725,1.157156,13
702,739,1.158520,13
716,693,1.167963,12
723,699,1.175725,13
728,724,1.180898,12
713,684,1.215548,14
692,748,1.299590,15
685,701,1.344871,15
755,547,1.443772,14
727,742,1.465902,24
703,737,1.468659,13
711,722,1.511897,25
732,700,1.562140,11
734,706,1.573687,15
741,720,1.604573,14
752,740,1.646215,23
749,686,1.681505,21
754,666,1.755447,15
763,715,1.765365,17
753,735,1.840098,21
719,743,1.899592,27
767,756,1.925096,27
744,730,1.948868,33
765,750,1.965808,18
758,746,2.200228,22
776,733,2.243816,25
760,738,2.257652,25
757,770,2.441795,27
766,745,2.491730,23
751,762,2.510240,40
761,780,2.846588,41
773,764,2.965318,52
772,747,2.997133,36
774,759,3.013559,42
784,775,3.147050,85
787,779,3.238223,110
771,781,3.271136,40
769,768,3.340838,44
777,778,3.408087,47
786,791,4.249888,89
789,783,4.473389,81
785,782,5.664814,76
794,792,7.081048,165
793,788,7.914780,191
790,795,9.356301,209
797,796,13.274575,400
