cluster_i,cluster_j,distance,count
13,37,0.382884,2
404,54,0.383851,4
401,357,0.384186,5
356,174,0.387522,3
311,46,0.387951,3
355,354,0.389330,5
157,173,0.393194,2
2,5,0.395601,2
307,242,0.398306,3
402,225,0.399007,4
409,296,0.399861,4
64,72,0.401622,2
370,17,0.403938,4
101,109,0.404969,2
384,137,0.405778,3
331,394,0.406134,6
219,248,0.411096,2
341,218,0.413420,5
339,96,0.416872,3
272,289,0.417852,2
372,329,0.418615,4
182,199,0.418810,2
110,375,0.419732,3
30,35,0.422966,2
153,183,0.430812,2
255,286,0.431045,2
203,207,0.431856,2
348,121,0.435956,4
352,376,0.449784,4
448,188,0.461964,7
414,93,0.463513,3
411,423,0.467629,5
68,398,0.467856,3
66,92,0.468402,2
254,264,0.473814,2
20,27,0.474342,2
446,410,0.475245,5
252,300,0.475264,3
413,290,0.477387,3
362,124,0.481221,3
412,419,0.482557,9
4,42,0.482596,2
405,319,0.486637,4
323,350,0.490024,6
365,205,0.491192,3
422,236,0.497865,3
322,426,0.502424,6
469,389,0.506383,8
415,460,0.510083,6
440,392,0.511484,4
421,369,0.513583,5
395,15,0.517363,4
380,259,0.524931,3
455,112,0.531119,4
443,273,0.533947,5
51,65,0.534509,2
434,75,0.534985,5
373,232,0.535902,3
466,388,0.560690,5
379,447,0.563404,5
408,237,0.572565,4
14,40,0.585491,2
396,420,0.587858,6
152,427,0.588646,3
439,454,0.591354,4
438,456,0.595220,7
3,21,0.598080,2
425,461,0.601052,8
360,462,0.604502,9
104,472,0.616180,4
342,433,0.617648,4
453,445,0.618970,8
442,441,0.624638,7
435,314,0.626038,7
437,39,0.636981,4
418,406,0.639428,6
487,261,0.655129,6
459,366,0.657056,4
476,481,0.663699,12
482,432,0.668898,8
397,500,0.680707,10
506,431,0.684081,10
429,424,0.684382,8
483,490,0.691383,8
169,391,0.697694,6
258,464,0.708963,6
367,452,0.713195,4
465,393,0.714071,6
473,385,0.714705,11
179,416,0.753378,3
504,503,0.753512,12
497,436,0.756482,7
458,471,0.756821,5
304,249,0.761482,3
470,297,0.763203,4
457,517,0.771786,8
302,463,0.780303,5
495,399,0.787775,8
468,417,0.790924,6
502,126,0.794686,5
493,337,0.797788,6
477,450,0.814190,8
484,494,0.815563,6
496,508,0.833647,9
428,501,0.842153,13
510,478,0.846884,7
474,7,0.859129,3
509,277,0.871577,7
485,387,0.903744,7
530,526,0.920234,11
492,115,0.930856,6
444,520,0.932070,8
527,430,0.958561,7
480,407,0.962317,10
532,119,0.976493,6
403,531,0.977655,8
516,449,1.001233,10
505,533,1.010158,13
547,515,1.016648,14
451,513,1.017489,13
514,91,1.040382,11
539,498,1.045542,10
525,281,1.051260,6
209,550,1.077697,14
541,519,1.092400,11
537,522,1.113361,16
155,165,1.113956,2
523,499,1.137975,14
529,489,1.146127,10
491,69,1.218233,6
561,488,1.228206,12
536,400,1.267549,11
521,555,1.278632,17
511,543,1.282528,18
552,544,1.287431,21
528,524,1.291324,15
512,554,1.313911,18
542,534,1.368562,19
545,467,1.382508,9
479,568,1.440890,21
560,535,1.465248,20
475,486,1.519672,8
563,553,1.537129,23
540,518,1.558176,13
566,546,1.563197,28
538,549,1.589089,17
564,558,1.610863,27
565,571,1.728966,26
569,548,1.819088,26
573,507,1.853337,24
572,579,1.952363,48
577,551,1.963577,42
557,576,1.981983,24
567,562,2.023187,27
570,578,2.055483,36
587,556,2.111646,50
582,581,2.153163,50
580,585,2.209832,50
575,586,2.259223,50
584,574,2.337638,50
583,559,2.373848,50
591,592,5.890121,100
589,593,5.962585,100
594,588,13.306733,150
595,590,13.699873,150
597,596,15.259523,300
